Complexity,Loss,Equation
1,33.60272,"2.3550563"
3,6.12818,"x0 * x0"
5,3.0454917,"(x0 * x0) + -1.7557724"
7,3.029573,"(x0 * (x0 * 0.9776912)) + -1.6640491"
8,1.118488,"(cos(x3) + (x0 * x0)) + -1.8519864"
10,2.0293465e-13,"((cos(x3) * 2.5382) + (x0 * x0)) + -1.9999999"
