Complexity,Loss,Equation
1,0.00131416,"0.601195"
4,0.0013033455,"x1 ^ -0.065702744"
6,0.0012509284,"(x2 * 0.050810438) - -0.55346704"
8,0.0012509282,"(-0.83952194 - (x2 * -0.050810635)) + 1.3929888"
11,0.0012169952,"(x2 ^ -0.25455838) + (-0.8372818 - (x2 * -0.44236657))"
